Source,Target,t,Type
48,50,293400,Undirected
184,751,293440,Undirected
95,194,293440,Undirected
184,751,293460,Undirected
95,194,293460,Undirected
63,481,293460,Undirected
184,751,293480,Undirected
95,194,293480,Undirected
56,95,293480,Undirected
95,194,293520,Undirected
184,751,293540,Undirected
184,751,293560,Undirected
184,751,293580,Undirected
95,194,293660,Undirected
95,194,293680,Undirected
184,751,293700,Undirected
50,762,293780,Undirected
50,762,293800,Undirected
80,102,293820,Undirected
184,751,293940,Undirected
134,784,293940,Undirected
134,762,293960,Undirected
134,784,293960,Undirected
35,253,293980,Undirected
56,181,293980,Undirected
134,784,293980,Undirected
134,784,294000,Undirected
134,784,294020,Undirected
79,123,294060,Undirected
56,939,294080,Undirected
56,939,294100,Undirected
56,939,294160,Undirected
56,939,294180,Undirected
56,939,294200,Undirected
223,311,294220,Undirected
56,311,294220,Undirected
56,939,294220,Undirected
223,311,294240,Undirected
56,939,294240,Undirected
223,311,294260,Undirected
56,939,294260,Undirected
223,311,294280,Undirected
56,311,294280,Undirected
601,709,294480,Undirected
79,123,294560,Undirected
601,709,294580,Undirected
335,762,294580,Undirected
79,123,294600,Undirected
601,709,294600,Undirected
335,762,294600,Undirected
335,762,294620,Undirected
116,335,294660,Undirected
116,335,294680,Undirected
194,662,294700,Undirected
194,662,294720,Undirected
194,662,294740,Undirected
601,709,294800,Undirected
116,335,294800,Undirected
601,709,294820,Undirected
116,762,294840,Undirected
79,123,294840,Undirected
601,709,294840,Undirected
601,709,294900,Undirected
601,709,294980,Undirected
153,271,295000,Undirected
95,253,295020,Undirected
601,709,295020,Undirected
601,709,295040,Undirected
205,267,295040,Undirected
601,709,295060,Undirected
150,709,295060,Undirected
601,709,295080,Undirected
39,79,295100,Undirected
601,709,295120,Undirected
601,709,295140,Undirected
601,709,295160,Undirected
601,709,295180,Undirected
448,603,295180,Undirected
271,492,295200,Undirected
601,709,295200,Undirected
271,492,295220,Undirected
601,709,295220,Undirected
150,709,295220,Undirected
601,709,295240,Undirected
271,492,295260,Undirected
601,709,295260,Undirected
601,709,295280,Undirected
751,778,295280,Undirected
751,778,295320,Undirected
601,709,295340,Undirected
102,771,295360,Undirected
102,771,295380,Undirected
271,492,295460,Undirected
271,492,295480,Undirected
271,492,295500,Undirected
123,335,295500,Undirected
223,939,295520,Undirected
223,939,295540,Undirected
223,939,295560,Undirected
223,939,295580,Undirected
153,271,295580,Undirected
223,939,295600,Undirected
223,939,295640,Undirected
223,939,295680,Undirected
223,939,295700,Undirected
223,939,295720,Undirected
223,939,295740,Undirected
223,939,295760,Undirected
511,771,295800,Undirected
153,271,295900,Undirected
119,150,295940,Undirected
211,751,296140,Undirected
123,194,296140,Undirected
223,939,296180,Undirected
273,778,296240,Undirected
119,448,296260,Undirected
119,448,296280,Undirected
335,762,296280,Undirected
63,481,296300,Undirected
63,481,296340,Undirected
211,751,296400,Undirected
184,751,296400,Undirected
102,762,296420,Undirected
184,751,296420,Undirected
105,513,296420,Undirected
105,513,296440,Undirected
105,513,296460,Undirected
211,265,296580,Undirected
211,265,296600,Undirected
134,265,296900,Undirected
116,134,296920,Undirected
134,804,296940,Undirected
134,184,296960,Undirected
134,268,296960,Undirected
134,751,296960,Undirected
134,184,296980,Undirected
134,184,297000,Undirected
134,184,297020,Undirected
134,184,297040,Undirected
134,184,297060,Undirected
134,751,297060,Undirected
184,751,297080,Undirected
134,184,297080,Undirected
134,751,297080,Undirected
95,311,297100,Undirected
184,751,297100,Undirected
134,751,297100,Undirected
134,184,297100,Undirected
134,184,297120,Undirected
134,751,297120,Undirected
311,662,297120,Undirected
134,184,297140,Undirected
56,311,297140,Undirected
134,184,297160,Undirected
223,311,297180,Undirected
134,184,297180,Undirected
184,751,297180,Undirected
184,196,297180,Undirected
56,311,297180,Undirected
134,496,297200,Undirected
311,662,297200,Undirected
184,194,297200,Undirected
134,662,297200,Undirected
223,311,297200,Undirected
134,184,297200,Undirected
134,751,297200,Undirected
223,662,297200,Undirected
184,223,297200,Undirected
39,267,297220,Undirected
39,184,297220,Undirected
134,184,297240,Undirected
134,751,297240,Undirected
184,751,297260,Undirected
134,751,297260,Undirected
184,751,297280,Undirected
184,751,297300,Undirected
105,267,297300,Undirected
95,205,297300,Undirected
134,751,297300,Undirected
184,751,297320,Undirected
267,513,297320,Undirected
184,751,297340,Undirected
184,751,297580,Undirected
153,492,297620,Undirected
95,123,297720,Undirected
95,123,297740,Undirected
95,123,297760,Undirected
95,123,297780,Undirected
95,123,297800,Undirected
335,762,297800,Undirected
95,123,297820,Undirected
95,123,297840,Undirected
95,123,297860,Undirected
95,123,297880,Undirected
95,123,297920,Undirected
95,123,297940,Undirected
95,123,297960,Undirected
95,123,297980,Undirected
95,123,298000,Undirected
95,123,298020,Undirected
95,123,298040,Undirected
95,123,298060,Undirected
95,123,298080,Undirected
95,123,298100,Undirected
95,123,298120,Undirected
265,273,298120,Undirected
95,123,298140,Undirected
95,123,298160,Undirected
95,123,298180,Undirected
95,123,298200,Undirected
95,123,298220,Undirected
95,123,298240,Undirected
95,123,298260,Undirected
95,123,298280,Undirected
95,123,298300,Undirected
95,123,298340,Undirected
95,123,298360,Undirected
95,123,298380,Undirected
95,123,298400,Undirected
153,271,298700,Undirected
153,271,298720,Undirected
153,271,298740,Undirected
153,271,298780,Undirected
184,751,298840,Undirected
184,751,298860,Undirected
184,751,298880,Undirected
211,265,298960,Undirected
273,778,299060,Undirected
63,481,299860,Undirected
63,481,299880,Undirected
95,123,300300,Undirected
762,771,300340,Undirected
762,771,300360,Undirected
762,771,300380,Undirected
95,123,300420,Undirected
95,123,300480,Undirected
95,123,300500,Undirected
95,123,300680,Undirected
95,123,300700,Undirected
335,762,300700,Undirected
95,123,300780,Undirected
95,123,300800,Undirected
63,709,300840,Undirected
533,601,301320,Undirected
533,601,301340,Undirected
533,601,301360,Undirected
533,601,301380,Undirected
533,601,301400,Undirected
533,601,301420,Undirected
533,601,301460,Undirected
533,601,301480,Undirected
533,601,301500,Undirected
533,601,301520,Undirected
533,601,301560,Undirected
533,601,301580,Undirected
533,601,301600,Undirected
533,601,301620,Undirected
533,601,301640,Undirected
533,601,301680,Undirected
268,751,301680,Undirected
533,601,301840,Undirected
533,601,301880,Undirected
123,253,301900,Undirected
123,253,301920,Undirected
123,253,301940,Undirected
123,253,301960,Undirected
123,253,301980,Undirected
123,253,302000,Undirected
123,253,302120,Undirected
499,533,302180,Undirected
499,533,302200,Undirected
153,533,302260,Undirected
499,533,302280,Undirected
499,533,302320,Undirected
39,113,302560,Undirected
39,113,302660,Undirected
39,113,302680,Undirected
39,113,302700,Undirected
39,79,302820,Undirected
39,79,302840,Undirected
481,709,302840,Undirected
39,79,302860,Undirected
153,271,303040,Undirected
113,194,303060,Undirected
153,271,303060,Undirected
113,194,303120,Undirected
153,271,303120,Undirected
153,271,303180,Undirected
153,271,303200,Undirected
205,267,303300,Undirected
105,267,303360,Undirected
205,267,303360,Undirected
153,271,303360,Undirected
153,271,303380,Undirected
153,492,303400,Undirected
50,875,303400,Undirected
153,492,303420,Undirected
205,267,303420,Undirected
153,271,303420,Undirected
153,271,303480,Undirected
205,267,303480,Undirected
499,533,303520,Undirected
153,271,303540,Undirected
499,533,303540,Undirected
153,271,303580,Undirected
271,492,303600,Undirected
271,533,303620,Undirected
153,271,303620,Undirected
271,492,303640,Undirected
153,271,303640,Undirected
39,194,303800,Undirected
39,194,303820,Undirected
39,194,303840,Undirected
95,765,303860,Undirected
39,194,303860,Undirected
95,765,303880,Undirected
494,765,303900,Undirected
113,194,303900,Undirected
39,113,303900,Undirected
39,194,303900,Undirected
113,194,303920,Undirected
39,113,303920,Undirected
113,194,303940,Undirected
39,113,303940,Undirected
39,194,303940,Undirected
39,113,303960,Undirected
39,194,303960,Undirected
39,113,303980,Undirected
39,194,303980,Undirected
39,113,304000,Undirected
39,194,304020,Undirected
39,113,304060,Undirected
39,194,304060,Undirected
184,751,304800,Undirected
184,751,304820,Undirected
80,431,305100,Undirected
184,751,305160,Undirected
116,751,305180,Undirected
265,751,305300,Undirected
265,751,305320,Undirected
265,268,305320,Undirected
268,751,305340,Undirected
265,751,305340,Undirected
265,268,305340,Undirected
184,265,305360,Undirected
265,751,305360,Undirected
184,265,305380,Undirected
265,751,305380,Undirected
184,265,305400,Undirected
265,751,305400,Undirected
184,751,305400,Undirected
184,265,305420,Undirected
265,751,305420,Undirected
184,265,305440,Undirected
265,751,305440,Undirected
116,265,305440,Undirected
116,265,305460,Undirected
116,751,305460,Undirected
134,431,305460,Undirected
265,751,305480,Undirected
134,431,305480,Undirected
134,431,305500,Undirected
134,431,305520,Undirected
134,431,305540,Undirected
134,431,305580,Undirected
335,762,306680,Undirected
762,875,306720,Undirected
335,771,306780,Undirected
311,335,306780,Undirected
431,784,306860,Undirected
50,134,307100,Undirected
50,134,307140,Undirected
116,267,307280,Undirected
56,105,307300,Undirected
205,267,307300,Undirected
56,267,307300,Undirected
267,939,307320,Undirected
56,205,307320,Undirected
56,267,307320,Undirected
56,267,307340,Undirected
95,267,307360,Undirected
95,939,307360,Undirected
56,267,307360,Undirected
56,95,307360,Undirected
95,939,307380,Undirected
95,267,307380,Undirected
56,267,307380,Undirected
56,95,307380,Undirected
153,271,307660,Undirected
153,271,307700,Undirected
153,271,307740,Undirected
271,492,307760,Undirected
153,271,307820,Undirected
132,194,307820,Undirected
153,271,307840,Undirected
120,132,307860,Undirected
194,662,307860,Undirected
132,662,307860,Undirected
194,662,307880,Undirected
120,194,307900,Undirected
120,662,307900,Undirected
39,662,307900,Undirected
132,662,307920,Undirected
132,194,307920,Undirected
120,194,307920,Undirected
194,662,307920,Undirected
120,132,307920,Undirected
120,662,307920,Undirected
39,662,307920,Undirected
39,194,307920,Undirected
194,662,307940,Undirected
120,194,307940,Undirected
39,662,307940,Undirected
39,194,307940,Undirected
194,662,307960,Undirected
120,194,307960,Undirected
120,662,307960,Undirected
150,709,307980,Undirected
120,194,307980,Undirected
113,662,308000,Undirected
120,194,308000,Undirected
194,662,308000,Undirected
120,132,308020,Undirected
194,662,308020,Undirected
120,194,308020,Undirected
132,662,308020,Undirected
120,132,308040,Undirected
120,194,308040,Undirected
132,194,308040,Undirected
120,132,308060,Undirected
120,194,308060,Undirected
120,194,308080,Undirected
120,132,308080,Undirected
120,194,308100,Undirected
39,662,308120,Undirected
39,194,308120,Undirected
120,194,308120,Undirected
120,194,308140,Undirected
39,662,308140,Undirected
120,194,308160,Undirected
132,194,308180,Undirected
39,120,308180,Undirected
120,194,308180,Undirected
39,662,308180,Undirected
39,194,308180,Undirected
132,194,308200,Undirected
132,603,308200,Undirected
120,132,308200,Undirected
39,662,308200,Undirected
120,194,308220,Undirected
120,132,308220,Undirected
132,194,308220,Undirected
120,132,308240,Undirected
132,194,308240,Undirected
102,223,308280,Undirected
132,194,308280,Undirected
431,784,308280,Undirected
431,875,308280,Undirected
120,194,308280,Undirected
120,132,308300,Undirected
132,194,308300,Undirected
120,132,308320,Undirected
431,875,308320,Undirected
132,194,308320,Undirected
784,875,308340,Undirected
120,132,308340,Undirected
15,95,308360,Undirected
120,132,308360,Undirected
120,194,308380,Undirected
194,662,308380,Undirected
132,662,308380,Undirected
209,804,308380,Undirected
209,804,308400,Undirected
120,194,308420,Undirected
15,95,308420,Undirected
209,771,308420,Undirected
181,194,308420,Undirected
120,181,308420,Undirected
120,194,308440,Undirected
39,120,308520,Undirected
39,194,308520,Undirected
39,120,308540,Undirected
120,194,308540,Undirected
39,194,308540,Undirected
39,120,308560,Undirected
120,194,308560,Undirected
39,194,308560,Undirected
132,194,308580,Undirected
39,120,308580,Undirected
194,662,308580,Undirected
120,194,308580,Undirected
39,662,308580,Undirected
39,194,308580,Undirected
194,662,308600,Undirected
120,194,308600,Undirected
132,194,308600,Undirected
39,194,308600,Undirected
194,662,308620,Undirected
120,194,308640,Undirected
194,939,308640,Undirected
194,662,308640,Undirected
120,662,308640,Undirected
120,132,308660,Undirected
194,662,308660,Undirected
120,194,308660,Undirected
120,662,308660,Undirected
120,132,308680,Undirected
120,194,308680,Undirected
120,662,308680,Undirected
132,194,308680,Undirected
132,194,308700,Undirected
120,194,308700,Undirected
120,132,308700,Undirected
153,271,308820,Undirected
153,271,308840,Undirected
56,272,308880,Undirected
56,172,308880,Undirected
56,272,308900,Undirected
120,987,308900,Undirected
56,132,309100,Undirected
131,205,309120,Undirected
15,95,309160,Undirected
205,267,309160,Undirected
15,95,309180,Undirected
105,267,309180,Undirected
275,431,309220,Undirected
275,431,309240,Undirected
275,431,309260,Undirected
80,172,309260,Undirected
275,431,309280,Undirected
275,431,309300,Undirected
275,431,309320,Undirected
63,481,309340,Undirected
275,431,309340,Undirected
119,275,309360,Undirected
275,431,309360,Undirected
275,431,309380,Undirected
150,481,309420,Undirected
275,431,309440,Undirected
150,481,309440,Undirected
275,431,309460,Undirected
123,223,309460,Undirected
123,223,309480,Undirected
275,431,309500,Undirected
123,223,309500,Undirected
119,804,309520,Undirected
123,223,309520,Undirected
50,311,309540,Undirected
275,431,309600,Undirected
275,431,309620,Undirected
275,431,309640,Undirected
275,431,309660,Undirected
275,431,309680,Undirected
275,431,309700,Undirected
275,431,309720,Undirected
275,431,309740,Undirected
275,431,309780,Undirected
131,311,309780,Undirected
131,311,309800,Undirected
275,431,309800,Undirected
275,431,309820,Undirected
95,113,309840,Undirected
275,431,309840,Undirected
153,271,309840,Undirected
275,431,309860,Undirected
275,431,309880,Undirected
265,751,309900,Undirected
265,751,309920,Undirected
184,751,309960,Undirected
271,492,310060,Undirected
153,492,310140,Undirected
39,181,310360,Undirected
273,778,310500,Undirected
533,709,310640,Undirected
123,223,310680,Undirected
119,134,310900,Undirected
181,223,310920,Undirected
119,335,310920,Undirected
272,603,310940,Undirected
119,492,311220,Undirected
153,271,311260,Undirected
116,771,311300,Undirected
50,311,311560,Undirected
335,762,311560,Undirected
50,311,311580,Undirected
119,533,311600,Undirected
119,533,311620,Undirected
